2014-03-07T16:00:00,18119.0292976736,38079.9327526501,708.29687150,0.00203152669120099,-0.000836484215982924,0.071152106
2014-03-07T16:05:00,18119.6545938462,38079.6677147793,729.47548199,0.00201936738874231,-0.000872041435660442,0.070006536
2014-03-07T16:10:00,18120.276133696,38079.3923378952,750.30549368,0.00200649752156101,-0.000905380333152905,0.068827511
2014-03-07T16:15:00,18120.8937153024,38079.1072882994,770.77695250,0.00199299975882328,-0.000936498717809764,0.067615595
2014-03-07T16:20:00,18121.5071632621,38078.8132311065,790.88007609,0.00197895647781854,-0.000965401387649445,0.066371370
2014-03-07T16:25:00,18122.1163259112,38078.5108302418,810.60525845,0.00196445029394265,-0.000992096599866432,0.065095429
2014-03-07T16:30:00,18122.7210769569,38078.2007461854,829.94307448,0.00194956417023295,-0.00101659670235321,0.063788385
2014-03-07T16:35:00,18123.3213140192,38077.8836352734,848.88428451,0.00193437837384636,-0.00103891818036206,0.062450862
2014-03-07T16:40:00,18123.9169587934,38077.5601481799,867.41983862,0.00191897213051728,-0.0010590813655702,0.061083501
2014-03-07T16:45:00,18124.5079570587,38077.2309284847,885.54088098,0.0019034230586823,-0.00107711270304889,0.059686955
2014-03-07T16:50:00,18125.0942772524,38076.8966118939,903.23875403,0.00188780811072364,-0.00109304075130834,0.058261893
2014-03-07T16:55:00,18125.6759111739,38076.5578244872,920.50500262,0.00187220387477005,-0.00110689853917956,0.056808996
2014-03-07T17:00:00,18126.2528722618,38076.2151820745,937.33137797,0.0018566811967804,-0.00111872293432258,0.055328959
2014-03-07T17:05:00,18126.8251961594,38075.8692885024,953.70984161,0.00184131220351968,-0.0011285554574012,0.053822489
2014-03-07T17:10:00,18127.3929389991,38075.5207350734,969.63256921,0.00182616700433424,-0.00113643995142843,0.052290306
2014-03-07T17:15:00,18127.9561777951,38075.1700989257,985.09195425,0.00181130991255207,-0.00114242549152732,0.050733144
2014-03-07T17:20:00,18128.5150087826,38074.817942424,1000.08061166,0.00179680680606076,-0.00114656322579698,0.049151745
2014-03-07T17:25:00,18129.069547077,38074.4648119612,1014.59138130,0.00178271892629445,-0.00114890777894416,0.047546866
2014-03-07T17:30:00,18129.6199262588,38074.1112367597,1028.61733137,0.00176910384259221,-0.00114951782618444,0.045919273
2014-03-07T17:35:00,18130.1662964612,38073.7577285153,1042.15176167,0.00175602034444378,-0.00114845393784901,0.044269743
2014-03-07T17:40:00,18130.7088252739,38073.4047795823,1055.18820679,0.00174351849392096,-0.00114578008488264,0.042599066
2014-03-07T17:45:00,18131.2476941941,38073.0528634279,1067.72043921,0.00173164915404289,-0.00114156338731775,0.040908038
2014-03-07T17:50:00,18131.7831007285,38072.7024323639,1079.74247215,0.00172045929265829,-0.00113587402213766,0.039197467
2014-03-07T17:55:00,18132.3152548015,38072.3539180328,1091.24856254,0.00170999280282125,-0.00112878273274419,0.037468170
2014-03-07T18:00:00,18132.8443795211,38072.0077298765,1102.23321360,0.00170028873726125,-0.00112036415104133,0.035720973
2014-03-07T18:05:00,18133.3707090495,38071.6642549604,1112.69117758,0.00169138274283842,-0.00111069467688618,0.033956709
2014-03-07T18:10:00,18133.8944879723,38071.3238572427,1122.61745812,0.00168330965453256,-0.00109985118038436,0.032176222
2014-03-07T18:15:00,18134.4159706127,38070.9868767824,1132.00731271,0.00167609767304988,-0.00108791453497892,0.030380360
2014-03-07T18:20:00,18134.9354189804,38070.6536296916,1140.85625490,0.00166977297036164,-0.00107496627758774,0.028569982
2014-03-07T18:25:00,18135.4531027328,38070.3244072142,1149.16005640,0.00166435663716191,-0.00106108789164794,0.026745951
2014-03-07T18:30:00,18135.9692969653,38069.9994758313,1156.91474912,0.00165986614364089,-0.0010463649962309,0.024909138
2014-03-07T18:35:00,18136.4842821566,38069.6790764337,1164.11662705,0.00165631800824473,-0.00103088229586756,0.023060420
2014-03-07T18:40:00,18136.9983418682,38069.3634245632,1170.76224799,0.00165371925961599,-0.00101472469994968,0.021200678
2014-03-07T18:45:00,18137.5117628323,38069.052709623,1176.84843518,0.00165207862065975,-0.000997978994129012,0.019330800
2014-03-07T18:50:00,18138.0248326014,38068.7470952742,1182.37227883,0.00165139791974722,-0.000980731488090525,0.017451679
2014-03-07T18:55:00,18138.5378389383,38068.446719084,1187.33113748,0.00165167563384516,-0.000963070243158004,0.015564211
2014-03-07T19:00:00,18139.0510689946,38068.151692272,1191.72263925,0.00165290685863306,-0.00094508156099149,0.013669296
2014-03-07T19:05:00,18139.5648070981,38067.8621002894,1195.54468298,0.00165508224040511,-0.000926853304085151,0.011767840
2014-03-07T19:10:00,18140.0793353091,38067.5780020161,1198.79543921,0.00165818852692023,-0.000908471000044209,0.009860748
2014-03-07T19:15:00,18140.5949297038,38067.2994311353,1201.47335105,0.00166220781539028,-0.00089002079584688,0.007948931
2014-03-07T19:20:00,18141.111862212,38067.0263948728,1203.57713493,0.00166712137545311,-0.000871589611384227,0.006033302
2014-03-07T19:25:00,18141.6303968974,38066.7588755214,1205.10578118,0.00167290367367823,-0.000853260512229337,0.004114773
2014-03-07T19:30:00,18142.1507906207,38066.4968298255,1206.05855455,0.00167952651837044,-0.000835116591217933,0.002194261
2014-03-07T19:35:00,18142.6732908185,38066.2401899372,1206.43499454,0.00168695791990991,-0.00081724144392803,0.000272682
2014-03-07T19:40:00,18143.198134861,38065.9888635649,1206.23491562,0.00169516247674295,-0.000799714604122537,-0.001649048
2014-03-07T19:45:00,18143.725549395,38065.7427342408,1205.45840730,0.00170410142087096,-0.000782614918506175,-0.003570012
